,_id,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
943,643bbabc5337de167702e1d7,944,11/02/2022 06:00:00 AM,376.0,1183.0,2609.0,1852.0,156.0,85.0,434.0,271.0,384.0,112.0,553.0,118.0,627.0,404.0,70.0,2155.0,2229.0,126.0,77.0,234.0,101.0,602.0,345.0,173.0,28
944,643bbabc5337de167702e1d8,945,11/03/2022 06:00:00 AM,376.0,1183.0,2609.0,1852.0,156.0,85.0,434.0,271.0,384.0,112.0,553.0,118.0,627.0,404.0,70.0,2157.0,2229.0,126.0,77.0,234.0,101.0,602.0,345.0,173.0,33
945,643bbabc5337de167702e1d9,946,11/04/2022 06:00:00 AM,376.0,1183.0,2609.0,1853.0,156.0,85.0,434.0,272.0,384.0,112.0,555.0,118.0,627.0,404.0,70.0,2159.0,2229.0,126.0,77.0,234.0,101.0,602.0,345.0,173.0,34
946,643bbabc5337de167702e1da,947,11/05/2022 06:00:00 AM,376.0,1183.0,2609.0,1853.0,156.0,85.0,435.0,273.0,384.0,112.0,555.0,118.0,627.0,406.0,70.0,2160.0,2229.0,126.0,77.0,234.0,101.0,602.0,345.0,173.0,30
947,643bbabc5337de167702e1db,948,11/06/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
948,643bbabc5337de167702e1dc,949,11/07/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
949,643bbabc5337de167702e1dd,950,11/08/2022 05:00:00 AM,376.0,1183.0,2610.0,1853.0,156.0,85.0,435.0,273.0,384.0,112.0,556.0,118.0,627.0,407.0,70.0,2163.0,2230.0,126.0,77.0,234.0,101.0,602.0,345.0,173.0,33
950,643bbabc5337de167702e1de,951,11/09/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
951,643bbabc5337de167702e1df,952,11/10/2022 05:00:00 AM,377.0,1185.0,2611.0,1853.0,156.0,86.0,435.0,273.0,384.0,112.0,556.0,118.0,628.0,409.0,70.0,2167.0,2231.0,126.0,77.0,234.0,101.0,602.0,345.0,173.0,30
952,643bbabc5337de167702e1e0,953,11/11/2022 05:00:00 AM,377.0,1184.0,2612.0,1853.0,156.0,86.0,435.0,273.0,385.0,112.0,556.0,118.0,628.0,409.0,70.0,2171.0,2232.0,126.0,77.0,234.0,101.0,603.0,345.0,173.0,28
953,643bbabc5337de167702e1e1,954,11/12/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
954,643bbabc5337de167702e1e2,955,11/13/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
955,643bbabc5337de167702e1e3,956,11/14/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
956,643bbabc5337de167702e1e4,957,11/15/2022 05:00:00 AM,377.0,1186.0,2614.0,1855.0,156.0,86.0,435.0,273.0,385.0,112.0,558.0,119.0,629.0,411.0,70.0,2173.0,2233.0,126.0,77.0,234.0,102.0,603.0,346.0,173.0,36
957,643bbabc5337de167702e1e5,958,11/16/2022 05:00:00 AM,377.0,1186.0,2615.0,1856.0,156.0,86.0,435.0,273.0,386.0,112.0,558.0,119.0,629.0,412.0,70.0,2174.0,2237.0,126.0,77.0,234.0,102.0,603.0,346.0,175.0,33
958,643bbabc5337de167702e1e6,959,11/17/2022 05:00:00 AM,377.0,1187.0,2616.0,1856.0,156.0,86.0,435.0,274.0,386.0,112.0,558.0,119.0,629.0,412.0,70.0,2175.0,2239.0,126.0,77.0,234.0,102.0,603.0,346.0,175.0,32
959,643bbabc5337de167702e1e7,960,11/18/2022 05:00:00 AM,377.0,1187.0,2617.0,1857.0,156.0,86.0,435.0,274.0,387.0,112.0,558.0,119.0,629.0,412.0,70.0,2177.0,2240.0,126.0,77.0,234.0,102.0,603.0,347.0,175.0,28
960,643bbabc5337de167702e1e8,961,11/19/2022 05:00:00 AM,377.0,1189.0,2620.0,1857.0,156.0,87.0,435.0,274.0,387.0,112.0,559.0,120.0,629.0,412.0,70.0,2177.0,2240.0,126.0,77.0,234.0,102.0,603.0,347.0,175.0,28
961,643bbabc5337de167702e1e9,962,11/20/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
962,643bbabc5337de167702e1ea,963,11/21/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
963,643bbabc5337de167702e1eb,964,11/22/2022 05:00:00 AM,377.0,1191.0,2621.0,1857.0,156.0,87.0,436.0,274.0,388.0,112.0,560.0,120.0,630.0,413.0,70.0,2179.0,2242.0,126.0,77.0,234.0,102.0,604.0,347.0,175.0,33
964,643bbabc5337de167702e1ec,965,11/23/2022 05:00:00 AM,377.0,1191.0,2622.0,1857.0,157.0,87.0,437.0,274.0,389.0,112.0,561.0,120.0,630.0,413.0,70.0,2179.0,2245.0,126.0,77.0,234.0,103.0,604.0,347.0,175.0,29
965,643bbabc5337de167702e1ed,966,11/24/2022 05:00:00 AM,377.0,1193.0,2625.0,1859.0,157.0,87.0,437.0,274.0,389.0,112.0,563.0,120.0,631.0,413.0,70.0,2179.0,2245.0,126.0,77.0,234.0,103.0,604.0,347.0,175.0,30
966,643bbabc5337de167702e1ee,967,11/25/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
967,643bbabc5337de167702e1ef,968,11/26/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
968,643bbabc5337de167702e1f0,969,11/27/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
969,643bbabc5337de167702e1f1,970,11/28/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
970,643bbabc5337de167702e1f2,971,11/29/2022 05:00:00 AM,377.0,1195.0,2631.0,1860.0,157.0,87.0,438.0,274.0,389.0,112.0,563.0,121.0,633.0,413.0,70.0,2180.0,2246.0,126.0,77.0,234.0,103.0,604.0,347.0,175.0,38
971,643bbabc5337de167702e1f3,972,11/30/2022 05:00:00 AM,377.0,1197.0,2633.0,1861.0,157.0,87.0,439.0,274.0,390.0,112.0,564.0,121.0,633.0,413.0,70.0,2182.0,2247.0,126.0,77.0,235.0,103.0,605.0,347.0,175.0,35
972,643bbabc5337de167702e1f4,973,12/01/2022 05:00:00 AM,377.0,1197.0,2635.0,1861.0,157.0,87.0,439.0,274.0,390.0,112.0,565.0,121.0,633.0,413.0,70.0,2184.0,2247.0,126.0,77.0,235.0,103.0,605.0,347.0,175.0,41
973,643bbabc5337de167702e1f5,974,12/02/2022 05:00:00 AM,378.0,1197.0,2637.0,1861.0,157.0,87.0,439.0,274.0,390.0,112.0,565.0,121.0,633.0,414.0,70.0,2185.0,2247.0,126.0,77.0,235.0,104.0,605.0,347.0,175.0,38
974,643bbabc5337de167702e1f6,975,12/03/2022 05:00:00 AM,378.0,1199.0,2638.0,1862.0,158.0,87.0,440.0,274.0,390.0,112.0,565.0,121.0,633.0,415.0,70.0,2187.0,2248.0,126.0,77.0,235.0,104.0,605.0,347.0,175.0,36
975,643bbabc5337de167702e1f7,976,12/04/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
976,643bbabc5337de167702e1f8,977,12/05/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
977,643bbabc5337de167702e1f9,978,12/06/2022 05:00:00 AM,378.0,1202.0,2643.0,1863.0,158.0,87.0,440.0,274.0,390.0,112.0,565.0,121.0,633.0,415.0,70.0,2190.0,2249.0,126.0,77.0,235.0,104.0,605.0,347.0,175.0,42
978,643bbabc5337de167702e1fa,979,12/07/2022 05:00:00 AM,378.0,1203.0,2646.0,1863.0,158.0,87.0,440.0,274.0,390.0,112.0,566.0,121.0,633.0,418.0,70.0,2193.0,2249.0,126.0,77.0,235.0,104.0,607.0,347.0,175.0,39
979,643bbabc5337de167702e1fb,980,12/08/2022 05:00:00 AM,378.0,1204.0,2647.0,1864.0,158.0,87.0,440.0,275.0,390.0,112.0,567.0,121.0,633.0,418.0,70.0,2195.0,2250.0,126.0,77.0,235.0,104.0,607.0,347.0,175.0,38
980,643bbabc5337de167702e1fc,981,12/09/2022 05:00:00 AM,378.0,1204.0,2648.0,1866.0,159.0,87.0,440.0,275.0,390.0,112.0,567.0,121.0,633.0,419.0,70.0,2197.0,2250.0,126.0,77.0,235.0,104.0,608.0,347.0,175.0,38
981,643bbabc5337de167702e1fd,982,12/10/2022 05:00:00 AM,378.0,1206.0,2650.0,1867.0,159.0,87.0,440.0,275.0,390.0,112.0,567.0,121.0,634.0,419.0,70.0,2198.0,2252.0,126.0,77.0,235.0,104.0,608.0,347.0,175.0,37
982,643bbabc5337de167702e1fe,983,12/11/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
983,643bbabc5337de167702e1ff,984,12/12/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
984,643bbabc5337de167702e200,985,12/13/2022 05:00:00 AM,378.0,1207.0,2655.0,1870.0,159.0,87.0,440.0,275.0,390.0,112.0,568.0,122.0,634.0,419.0,70.0,2201.0,2253.0,126.0,77.0,235.0,105.0,608.0,347.0,176.0,37
985,643bbabc5337de167702e201,986,12/14/2022 05:00:00 AM,378.0,1209.0,2656.0,1870.0,159.0,87.0,440.0,275.0,390.0,113.0,568.0,123.0,634.0,419.0,70.0,2203.0,2254.0,126.0,77.0,235.0,105.0,608.0,347.0,176.0,34
986,643bbabc5337de167702e202,987,12/15/2022 05:00:00 AM,378.0,1211.0,2658.0,1871.0,160.0,87.0,440.0,275.0,390.0,113.0,568.0,123.0,635.0,419.0,70.0,2203.0,2256.0,126.0,77.0,235.0,105.0,608.0,347.0,176.0,36
987,643bbabc5337de167702e203,988,12/16/2022 05:00:00 AM,378.0,1211.0,2658.0,1872.0,160.0,87.0,440.0,275.0,390.0,113.0,568.0,123.0,636.0,419.0,70.0,2207.0,2257.0,126.0,77.0,236.0,105.0,608.0,347.0,176.0,36
988,643bbabc5337de167702e204,989,12/17/2022 05:00:00 AM,378.0,1211.0,2658.0,1872.0,160.0,88.0,440.0,275.0,390.0,113.0,568.0,123.0,636.0,419.0,70.0,2207.0,2257.0,126.0,77.0,236.0,105.0,609.0,347.0,176.0,36
989,643bbabc5337de167702e205,990,12/18/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
990,643bbabc5337de167702e206,991,12/19/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
991,643bbabc5337de167702e207,992,12/20/2022 05:00:00 AM,378.0,1211.0,2663.0,1873.0,160.0,88.0,443.0,275.0,390.0,113.0,569.0,123.0,637.0,419.0,71.0,2210.0,2258.0,126.0,77.0,236.0,105.0,610.0,347.0,176.0,47
992,643bbabc5337de167702e208,993,12/21/2022 05:00:00 AM,378.0,1212.0,2667.0,1876.0,160.0,88.0,443.0,276.0,390.0,113.0,569.0,123.0,637.0,419.0,71.0,2211.0,2260.0,126.0,77.0,236.0,105.0,610.0,347.0,176.0,44
993,643bbabc5337de167702e209,994,12/22/2022 05:00:00 AM,379.0,1212.0,2668.0,1877.0,160.0,88.0,443.0,276.0,390.0,113.0,569.0,123.0,638.0,420.0,71.0,2216.0,2261.0,126.0,77.0,236.0,105.0,610.0,347.0,176.0,43
994,643bbabc5337de167702e20a,995,12/23/2022 05:00:00 AM,379.0,1212.0,2669.0,1879.0,160.0,88.0,443.0,276.0,390.0,113.0,569.0,123.0,638.0,420.0,71.0,2217.0,2262.0,126.0,77.0,237.0,105.0,610.0,347.0,177.0,43
995,643bbabc5337de167702e20b,996,12/24/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
996,643bbabc5337de167702e20c,997,12/25/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
997,643bbabc5337de167702e20d,998,12/26/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
998,643bbabc5337de167702e20e,999,12/27/2022 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
999,643bbabc5337de167702e20f,1000,12/28/2022 05:00:00 AM,379.0,1213.0,2674.0,1880.0,160.0,88.0,444.0,277.0,390.0,113.0,571.0,123.0,641.0,420.0,71.0,2222.0,2267.0,127.0,77.0,237.0,105.0,611.0,349.0,177.0,48
1000,643bbabc5337de167702e210,1001,12/29/2022 05:00:00 AM,379.0,1217.0,2676.0,1880.0,160.0,88.0,444.0,277.0,390.0,113.0,571.0,123.0,643.0,422.0,71.0,2224.0,2267.0,127.0,77.0,237.0,105.0,611.0,349.0,178.0,49
1001,643bbabc5337de167702e211,1002,12/30/2022 05:00:00 AM,379.0,1217.0,2681.0,1880.0,160.0,88.0,444.0,277.0,390.0,113.0,573.0,123.0,643.0,424.0,71.0,2225.0,2267.0,127.0,77.0,238.0,105.0,613.0,349.0,179.0,48
1002,643bbabc5337de167702e212,1003,12/31/2022 05:00:00 AM,379.0,1219.0,2683.0,1880.0,160.0,88.0,444.0,277.0,390.0,113.0,574.0,123.0,643.0,425.0,71.0,2225.0,2269.0,127.0,77.0,238.0,105.0,613.0,350.0,179.0,45
1003,643bbabc5337de167702e213,1004,01/01/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1004,643bbabc5337de167702e214,1005,01/02/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1005,643bbabc5337de167702e215,1006,01/03/2023 05:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,0
1006,643bbabc5337de167702e216,1007,01/04/2023 05:00:00 AM,379.0,1221.0,2691.0,1884.0,160.0,88.0,448.0,278.0,392.0,113.0,575.0,123.0,644.0,428.0,71.0,2227.0,2273.0,128.0,77.0,239.0,105.0,613.0,351.0,180.0,44
